cantor,code,titulo
Aoyama Thelma,18310,NANDO MO
Aoyama Thelma,18599,WASURENAI YO
Aoyama Thelma feat. SoulJa,18437,SOBA NI IRU NE
Apache Indian,19872,BOOM SHACK-A-LAK
Aphrodite’s Child,4759,RAIN AND TEARS
Apocalipse 16,2498,SALMOS 23 E 91
Aqua,4864,BARBIE GIRL
Aqua,19585,MY OH MY
Aqua Timez,18299,KETSUI NO ASA NI
Aqua Timez,18305,MAYONAKA NO ORCHESTRA
Aquilo,19765,I GAVE IT ALL
Ara Ketu,3586,NOSSA GUERRA SANTA
Ara Ketu,15366,CARTA BRANCA
Ara Ketu,3775,TENTAÇÃO
Ara Ketu,3893,PIPOCA
Ara Ketu,3978,TÁ NA CARA
Ara Ketu,3990,AURORA
Ara Ketu,4041,MAL ACOSTUMADO
Ara Ketu,4323,MINHA RAZÃO DE VIVER
Ara Ketu,6060,FACE OCULTA
Ara Ketu,6204,AMANTES
Ara Ketu,6328,COBERTOR
Ara Ketu,6560,VOLTA
Ara Ketu,7260,"TOMA LÁ, DÁ CÁ"
Ara Ketu,3017,ARA KETU BOM DEMAIS
Ara Ketu,3389,SEMPRE SERÁ
Arai Yumi,5106,ANO HI NI KAERITAI
Arashi,18344,ONE LOVE
Arashi,18378,LOVE SO SWEET
Arashi,18393,TROUBLEMAKER
Arashi,18422,LOVE RAINBOW
Arches,4654,SUGAR SUGAR
Arctic Monkeys,19031,FLUORESCENT ADOLESCENT
Arctic Monkeys,19329,DO I WANNA KNOW
Aretha Franklin,2652,RESPECT
Ariana Grande,19364,ONE LAST TIME
Ariana Grande,19826,NO TEARS LEFT TO CRY
Ariana Grande - Zedd,19457,BREAK FREE
Arlindo Cruz,1412,HOJE TEM SAMBA
Arlindo Cruz,1619,PARA DE PARADINHA
Arlindo Cruz,15541,MEU LUGAR
Arlindo Cruz,15598,VAI EMBORA TRISTEZA
Arlindo Cruz - Maria Rita,16071,O QUE É O AMOR
Arlindo Farias,6447,BICHO DO MATO
Arlindo Neto,15523,BOM APRENDIZ
Armandinho,7472,URSINHO DE DORMIR
Armandinho,7365,FOLHA DE BANANEIRA
Armandinho,7334,DESENHO DE DEUS
Armandinho,7665,PAULINHA
Armandinho,7700,SENTIMENTO
Armandinho,7909,BALANÇO DA REDE
Armandinho,7922,CASINHA
Armandinho,9531,SEMENTE
Armandinho,9613,ANALUA
Armandinho,9843,MORENA NATIVA
Armandinho,1281,A FILHA
Armandinho,1322,BABILÔNIA ME CHAMA
Armandinho,16569,SOL LOIRO
Armandinho ,1019,OUTRA VIDA
Armandinho - Fabão,16549,TOCA UMA REGGUERA AÍ
Armando Valsani,7005,CARUSO
Arnaldo Antunes,1591,INVEJOSO
Arnaldo Antunes,15203,A CASA É SUA
Arnaldo Antunes,15845,DIZEM (QUEM ME DERA)
Arnaldo Antunes,16048,A NOSSA CASA
Arnaldo Antunes,16297,PÕE FÉ QUE JÁ É
Arnaldo Antunes,16330,SAIBA
Arnaldo Antunes e Nando Reis,9849,NÃO VOU ME ADAPTAR
Arriba Saia,6614,LIBERA O TÓIM
Art Company (The),19958,SUSANNA
Art Garfunkel,9119,I ONLY HAVE EYES FOR YOU
Art Popular,3582,NANI
Art Popular,3306,BOM BOCADO
Art Popular,3349,UTOPIA
Art Popular,3598,TRAPAÇA
Art Popular,3544,TEMPORAL
Art Popular,3535,PIMPOLHO
Art Popular,3797,FRICOTE
Art Popular,3845,IRAÊ
Art Popular,16464,SEM ABUSO
Art Popular,3953,PÉTALAS DE ROSA
Art Popular,4045,PAGODE DA AMARELINHA
Art Popular,4173,SAI DA FRENTE
Art Popular,4344,AGAMAMOU
Art Popular,4410,QUANDO VOCÊ ME BEIJA
Art Popular,4435,DIZEM QUE A FELICIDADE
Art Popular,4490,POR DEUS
Art Popular,6065,MANEIRAS
Art Popular,6179,HISTÓRIA SEM FIM
Art Popular,3285,VALEU DEMAIS
Arthur Dani,15151,SE VOCÊ ME DER
As Chicas,9462,GERALDINOS E ARQUIBALDOS
As Frenéticas,7655,O PRETO QUE SATISFAZ
As Frenéticas,9382,AGITO E USO
As Frenéticas,9862,PERIGOSA
As marcianas,1935,NOSSA MELODIA PREFERIDA
As Meninas,4419,XIBOM BOMBOM
As Meninas,4456,SAMBA DA NEGA MALUCA
As Meninas,4475,EU TENHO A MANHA
Asa De Águia,7658,O REI DA RUA
Asa De Águia,7498,AMOR DE FÉ
Asa De Águia,7568,CASAMENTO NÃO
Asa de Águia,1440,VALE NIGHT
Asa De Águia,3714,NÃO TEM LUA
Asa De Águia,3909,DANÇA DA MANIVELA
Asa de Águia,16285,XÔ SATANÁS
Asa De Águia,4141,A DANÇA DO VAMPIRO
Asa De Águia,4321,MARÉ MANSA
Asa De Águia,7104,DIA DOS NAMORADOS
Asa de Águia ,1008,DIA DO ASA
Asa de Águia ,1009,FARRAUÊ
Asa de Águia - Magary Lord,15468,MAMIKO
Asa de Águia e Ivete Sangalo ,1003,ALÉM MAR
Asami Chiyuki,2358,SUSHIYA DE
Asami Chiyuki,18232,TASOGARE CINEMA
Asami Chiyuki,18343,OMOIDE SHASHINKAN
Asami Chiyuki,18409,COSMOS NO KORO
Asami Chiyuki,18411,FURUSATO NO KI NO SHITA DE
Asaph Borba,2401,A CADA MANHÃ
Asaph Borba,2406,ALTO PREÇO
Asaph Borba,2449,CELEBRAI A CRISTO
Asaph Borba,2479,VESTES DE LOUVOR
Asaph Borba,5526,EM MINHA VIDA
Asaph Borba,5569,QUEM NOS CONDENARÁ
Ashia Gan Nosuke,5072,Mussumeyo
Ashia Gan Nosuke,5320,AKA TYOTIN
Ashia Gan Nosuke,5459,SANGA NO MUKOU NI FURUSSATO GA
Ashley Tisdale,19643,BE GOOD TO ME
Asia,2651,ONLY TIME WILL TELL
Asian Kung-Fu Generation,18619,HARUKA KANATA
Aska,5363,HADIMAWARI WA ITSUMO AME
Aska,5704,HELLO
Asoh Yuhki,2008,JINSEI
Association,9143,NEVER MY LOVE
Ataíde e Alexandre,1318,VOCÊ MARCOU PRA MIM
Ataíde e Alexandre,16186,LAÇO ABERTO
Ataulfo Alves,3022,ATIRE A PRIMEIRA PEDRA
Ataulfo Alves,3007,AI! QUE SAUDADES DA AMÉLIA
Ataulfo Jr.,7205,OS MENINOS DA MANGUEIRA
Ataulpho Alves,6631,SEI QUE É COVARDIA... MAS
Ataulpho Alves,6656,LEVA MEU SAMBA
Atchim e Espirro,7501,A BARATA DIZ QUE TEM 
Atchim e Espirro,7503,A CANOA VIROU 
Atchim e Espirro,7504,A GALINHA CANTORA (A orquestra dos bichos)
Atchim e Espirro,7513,CARANGUEJO
Atchim e Espirro,7516,CIRANDA CIRANDINHA
Atchim e Espirro,7527,ESCRAVOS DE JÓ
Atchim e Espirro,7528,FUI NO ITORORÓ
Atchim e Espirro,7531,KING-KONG
Atchim e Espirro,7532,MARCHA SOLDADO
Atchim e Espirro,7533,MEU GALINHO
Atchim e Espirro,7534,MINHA VIOLA
Atchim e Espirro,7535,NESTA RUA TEM UM BOSQUE
Atchim e Espirro,7536,O CIRCO CHEGOU-CHEGOU
Atchim e Espirro,7537,O CRAVO BRIGOU COM A ROSA
Atchim e Espirro,7542,PEIXE VIVO
Atchim e Espirro,7546,QUEM TEM MEDO DO LOBO MAU
Atitude 4,1117,PRO MUNDO INTEIRO
Atitude 67,16346,CERVEJA DE GARRAFA (FUMAÇA QUE EU FAÇO)
Atitude 67,16559,TÃO LINDA
Atitude 67 - Thiaguinho,16648,SAIDEIRA
Atlantic Starr,9004,ALWAYS
Atsumi Ichiro,5176,TANINZAKE
Atsumi Jiro,5100,YUME OI ZAKE
Atsumi Jiro,5217,PUSSAN E KAERE
Atsumi Jiro,5306,WASSURETE HOSHI
Atsumi Jiro,2243,AI O AKARI NI
Audioslave,5932,LIKE A STONE
Augusto César,7595,ESCALADA
Augusto César,7929,COMO POSSO TE ESQUECER
Augusto César,3249,SAUDADE
Austin Mahone,19868,WHAT ABOUT LOVE
Auto-Sustentável,1123,2 MUNDOS
Avicii,19180,HEY BROTHER
Avicii,19798,WAITING FOR LOVE
Avicii - Aloe Blacc,19196,WAKE ME UP
Aviões Do Forró,7685,QUEM É O GOSTOSÃO DAQUI?
Aviões Do Forró,7691,RISCA-FACA
Aviões do Forró,7979,INDECISÃO
Aviões do Forró,9622,"BEBER, CAIR E LEVANTAR"
Aviões do Forró,9643,CHUPA QUE É DE UVA
Aviões do Forró,9589,ABRE O SOM
Aviões do Forró,1354,BLÁ BLÁ BLÁ
Aviões do Forró,1411,EU NÃO VOU MAIS CHORAR
Aviões do Forró,2802,CORRENDO ATRÁS DE MIM
Aviões do Forró,15884,NO TOQUE DO CELULAR
Aviões do Forró,16087,BANCA DE FLORES
Aviões do Forró,16164,FIQUEI SABENDO
Aviões do Forró,16411,INQUILINA
Aviões Do Forró,6931,LOCADORA DE MULHER
Aviões do Forró e Banda Calypso ,1002,AGORA CHORA
Avril Lavigne,9022,DON'T TELL ME
Avril Lavigne,5971,SKATER BOY
Avril Lavigne,5887,COMPLICATED
Avril Lavigne,2612,I'M WITH YOU
Avril Lavigne,2650,MY WORLD
Avril Lavigne,19152,WHAT THE HELL
Avril Lavigne,19198,WISH YOU WERE HERE
Avril Lavigne,19229,ROCK N' ROLL
Avril Lavigne,19380,GIRLFRIEND
Avril Lavigne,19559,WHEN YOU'RE GONE
Avril Lavigne,19622,NOBODY'S HOME
Avril Lavigne,19654,HE WASN'T
Avril Lavigne,19682,ALICE
Avril Lavigne,19898,LOSING GRIP
Avril Lavigne,19468,MY HAPPY ENDING
Avril Lavigne - Chad Kroeger,19219,LET ME GO
Ayaka,2012,MIKAZUKI
Ayaka,2290,OKAERI
Ayaka,2370,I BELIEVE
Ayaka,18219,MINNA SORA NO SHITA
Azimuth,15987,LINHA DO HORIZONTE
Azussa Mitiyo,5195,FUTARI DE OSSAKE O 
B.J. Thomas,4546,RAINDROPS KEEP FALLING ON MY HEAD
B.J. Thomas,4761,ROCK AND ROLL LULLABY
B.J.Thomas,5953,OH ME OH MY
B.Miguel-M.Ramos-P.Lopes,7530,HAKUNA MATATA
B-52's (The),19681,(MEET) THE FLINTSTONES
B-52's (The),19860,LEGAL TENDER
B-52's (The),19935,LOVE SHACK
Babado Novo,7281,A CAMISA E O BOTÃO
Babado Novo,7374,LIRIRRIXA
Babado Novo,7620,INSOLAÇÃO DO CORAÇÃO
Babado Novo,7675,PIRIRIPITI
Babado Novo,7623,JANELA
Babado Novo,7584,DESPENTEIA
Babado Novo,7622,JANEIRO A JANEIRO
Babado Novo,9360,VER-TE MAR
Babado Novo,7946,DOCE PAIXÃO
Babado Novo,9455,EXTRAVASA
Babado Novo,9422,COLADINHO
Babado Novo,9409,CARANGUEJO
Babado Novo,9529,ROCK TRIBAL
Babado Novo,9586,ABC DE ME DAR
Babado Novo,9592,ACONTECEU VOCÊ
Babado Novo,6565,CAI FORA
Babado Novo,6714,"SAFADO, CACHORRO SEM VERGONHA"
Babado Novo ,9315,PENSANDO EM VOCÊ
Babado Novo ,7073,BOLA DE SABÃO
Babado Novo - Bruno e Marrone,15329,DOCE DESEJO
Baby Consuelo,2886,EMILIA (A BONECA GENTE)
Baby Consuelo,4004,MENINO DO RIO
Baby Consuelo,4372,SEM PECADO SEM JUÍZO
Baby do Brasil,9554,UM AUÊ COM VOCÊ
Backstreet Boys,4843,SHOW ME THE MEANING OF BEING LONELY
Backstreet Boys,4862,AS LONG AS YOU LOVE ME
Backstreet Boys,4956,QUIT PLAYING GAMES (WITH MY HEART)
Backstreet Boys,4976,THE CALL
Backstreet Boys,4989,WE'VE GOT IT GOING ON
Backstreet Boys,9102,DROWNING
Backstreet Boys,9140,MORE THAN THAT
Backstreet Boys,19033,I WANT IT THAT WAY
Backstreet Boys,19162,ALL I HAVE TO GIVE
Backstreet Boys,19182,I'LL NEVER BREAK YOUR HEART
Backstreet Boys,19205,"EVERYBODY ""BACKSTREET'S BACK"""
Backstreet Boys,19216,INCOMPLETE
Backstreet Boys,19489,INCONSOLABLE
Backstreet Boys,19549,LARGER THAN LIFE
Backstreet Boys,19628,SHAPE OF MY HEART
Backstreet Boys,19673,THE ONE
Backstreet Boys & Shania Twain,4822,FROM THIS MOMENT ON
Bad Finger,2622,NO MATTER WHAT
Baiano E Os Novos Caetanos,7613,FOLIA DE REIS
Baisho Tieko,5264,TAKEDA KOMORI UTA
Bakufu - Slump,5153,OOKINA TAMANEGUI NO SHITADE
"Bala, Bombom E Chocolate",4351,FISSURAS DE UM CASAL
"Bala, Bombom E Chocolate",6050,CAIXA POSTAL
Balão Magico,2823,AI MEU NARIZ! (TENGO UN GRANO EN EL NARIZ)
Balão Mágico,2858,QUADRINHAS E UM REFRÃO
Baltimore ,9235,TARZAN BOY 
Banda Bach,3354,ATÉ DE MANHÃ
Banda Beijo,3983,A VIDA É FESTA
Banda Beijo,4127,PERAÊ
Banda Beijo,6087,BATE LATA
BANDA BETEL,5603,BENÇÃOS NO LOUVOR
BANDA BETEL,5623,NÃO SEREI MAIS UM HOMEM SÓ
BANDA BETEL,5638,VALEU MEU DEUS
Banda Black Rio,15810,CARROSSEL
Banda Brasil,3093,"EU TE AMO,TE AMO,TE AMO"
Banda Brasil,3412,COMO DÓI
Banda Brasil,3220,PODEROSA
Banda Calypso,7359,FAÇO TUDO POR VOCÊ
Banda Calypso,7673,PERDEU O TRONO
Banda Calypso,7897,ACELEROU
Banda Calypso,9309,OBJETO DE DESEJO
Banda Calypso,9485,MUITO ALÉM DO PRAZER
Banda Calypso,9617,ARREPIOU
Banda Calypso,1207,CHÁ DE MARACUJÁ
Banda Calypso,1702,PERDOA
Banda Calypso,15340,ME BEIJA AGORA
Banda Calypso,15360,"XONOU, XONOU"
Banda Calypso,15642,A FESTA COMEÇOU
Banda Calypso,6531,CUMBIA DO AMOR
Banda Calypso,6843,A LUA ME TRAIU
Banda Calypso,6897,CHAMO POR VOCÊ
Banda Calypso,7122,ESQUEÇA MEU CORAÇÃO
Banda Calypso,7158,ISSO É CALYPSO
Banda Calypso,7257,TIC-TAC
Banda Calypso,7057,ANJO BANDIDO
Banda Calypso,7223,PRA TE ESQUECER
Banda Calypso,7241,SE QUEBROU
Banda Calypso,7265,TUDO DE NOVO
Banda Calypso ,1012,MÁQUINA DO TEMPO
Banda Calypso ,1030,VIAGEM LOUCA
Banda Calypso ,1274,SEM DIREÇÃO 
Banda Calypso e Leonardo,7995,MAIS UMA CHANCE
Banda Cheiro De Amor,7427,QUIXABEIRA
Banda Cheiro de Amor,1328,PENSE EM MIM
Banda Cheiro de Amor,1720,XEQUERÊ
Banda Cheiro De Amor,3599,"VAI SACUDIR, VAI ABALAR"
Banda Cheiro De Amor,3176,NOSSA GENTE (AVISA LÁ)
Banda Cheiro De Amor,3084,ESTRELA PRIMEIRA
Banda Cheiro de Amor,2663,AMASSADINHO
Banda Cheiro de Amor,2718,O SEU ADEUS
Banda Cheiro de Amor,15491,LERO LERO
Banda Cheiro de Amor,15662,JASMIM
Banda Cheiro De Amor,3657,É DEMAIS MEU REI
Banda Cheiro De Amor,3732,TODO MUNDO DANÇA
Banda Cheiro De Amor,3891,PEGA NO BALANÇO
Banda Cheiro De Amor,3927,OLHA EU AÍ
Banda Cheiro De Amor,3942,A DANÇA DA SENSUAL
Banda Cheiro De Amor,3944,ABRE CORAÇÃO
Banda Cheiro De Amor,4066,AVIÃOZINHO
Banda Cheiro de Amor - Lucas Lucco,16148,PROPOSTA INDECENTE
Banda Colorado,7604,EXPLODE CORAÇÃO
Banda Djavú,1300,NÃO DESLIGA O TELEFONE
Banda Djavú,1517,NAVE DO AMOR
Banda Djavú,2757,SE NÃO VALORIZAR (UMBRELLA)
Banda Djavú ,1259,ME LIBERA 
Banda do Mar,15972,MAIS NINGUÉM
Banda do Mar,16416,DIA CLAREAR
Banda Eva,7378,MANDA VER
Banda Eva,7363,FLORES
Banda Eva,7635,MARLEY
Banda Eva,7559,BELO DIA
Banda Eva,9298,NOSSO AMOR É LINDO
Banda Eva,9391,ANJO
Banda Eva,9870,RUA 15
Banda Eva,1337,LUGAR DA ALEGRIA
Banda Eva,15432,SIMPLESMENTE
Banda Eva,3607,BELEZA RARA
Banda Eva,3823,ALÔ PAIXÃO
Banda Eva,3900,VEM MEU AMOR
Banda Eva,3920,LEVA EU
Banda Eva,3948,ARERÊ
Banda Eva,4002,LEVADA LOUCA
Banda Eva,4068,CARRO VELHO
Banda Eva,4106,DE LADINHO
Banda Eva,7170,MAIS DO QUE PRECISO
Banda Eva,3371,ME ABRAÇA
Banda Eva,3465,COLEÇÃO
Banda Eva ,1028,TODA LINDA
Banda Eva ,1270,REGGAE DO PORTO 
Banda Eva - Timbalada,15236,NANÁ NANÁ
Banda Eva E Ivete Sangalo,6946,NÃO ME CONTE SEUS PROBLEMAS
Banda Eva e Netinho,1231,QUÍMICA PERFEITA
Banda Hirofumi,5030,SATIKO
Banda Kaçamba,15503,SAIA E BICICLETINHA
Banda Mel,7139,FESTA NA BAHIA
Banda Mel ,3028,BATEU SAUDADE
Banda Mel ,3023,BAIANIDADE NAGÔ
Banda Mel ,3359,CRENÇA E FÉ
Banda Mel ,3383,PREFIXO DE VERÃO
Banda Rara,5520,DEIXA TUDO
Banda Rara,5529,ESTRELA DA MANHÃ
Banda Rara,5539,HIP HOP
Banda Rara,5540,HUMANIDADE
Banda Rara,5543,JESUS É O AMOR
Banda Rara,5550,MARANATA
Banda Rara,5553,METRÓPOLE
Banda Rara,5562,PASTOR
Banda Rara,5564,PRESENÇA
Banda Rara,5566,PURA HARMONIA
Banda Rara,5572,QUERO LEMBRAR
Banda Rara,5578,REI DOS REIS
Banda Rara,5590,TUDO QUE EU QUIS
Banda Rara,5593,VEM DE FORA
Banda Rara,5595,VÍCIOS
Banda Rara,5597,VIDA
Banda Reflexu's,16444,MADAGASCAR OLODUM
Banda Rouge E Klb,6467,NUNCA DEIXE DE SONHAR
Banda Uó,15535,FAZ UÓ
Banda Uó,15765,CHOREI
Banda Uó - Karol Conka,16312,DA1LIKE
Banda Uó - Mr. Catra,15647,CATRACA
Banda Vingadora,15887,METRALHADORA
Banda Voa Dois,9388,AMOR PIREI
Bangles,4820,ETERNAL FLAME
Barão Vermelho,7614,FÚRIA E FOLIA
Barão Vermelho,3223,PRO DIA NASCER FELIZ
Barão Vermelho,3511,BETE BALANÇO
Barão Vermelho,2809,MEUS BONS AMIGOS
Barão Vermelho,15093,SORTE E AZAR
Barão Vermelho,3890,O POETA ESTÁ VIVO
Barão Vermelho,16193,"PEDRA, FLOR E ESPINHO"
Barão Vermelho,16327,FLORES DO MAL
Barão Vermelho,4010,PURO ÊXTASE
Barão Vermelho,4369,POR VOCÊ
Barão Vermelho,6724,BILHETINHO AZUL
Barão Vermelho,6817,CUIDADO
Barão Vermelho,6841,A CHAVE DA PORTA DA FRENTE
Barão Vermelho,7211,PENSE E DANCE
Barbra Streisand,9002,ALL I ASK OF YOU
Barbra Streisand,4941,MEMORY
Barbra Streisand,9197,WHERE YOU LEAD
Barbra Streisand,9175,STONEY END
Barbra Streisand,19332,EVERGREEN
Barbra Streisand,4658,THE WAY WE WERE
Barbra Streisand,4613,WOMAN IN LOVE
Barbra Streisand & Barry Gibb,9111,GUILTY
Barbra Streisand & Barry Gibb,9195,WHAT KIND OF FOOL
Barclay J. Harvest,4647,POOR MAN'S MOODY BLUE
Barry  Manilow,4978,THE OLD SONGS
Barry Manilow,9049,READY TO TAKE A CHANCE AGAIN
Barry Manilow,9104,EVEN NOW
Barry Manilow,9134,LOOKS LIKE WE MADE IT
Barry Manilow,9185,THIS ONE'S FOR YOU
Barry Manilow,2554,DAYBREAK
Barry Manilow,2544,I MADE IT THROUGH THE RAIN
Barry Manilow,19928,SHIPS
Barry Manilow,4691,CAN’T SMILE WITHOUT YOU
Barry Manilow,4736,MANDY
Barry Manilow,4719,I WRITE THE SONGS
Barry Manilow ,9250,COPACABANA 
Barry White,19720,YOU'RE THE FIRST THE LAST MY EVERYTHING
Bartô Galeno,1775,NO TOCA-FITA DO MEU CARRO
Bartô Galeno,1797,SE EU FOR EMBORA É PRO NOSSO BEM
Bartô Galeno,15421,O GRANDE AMOR DA MINHA VIDA
Bartô Galeno,15508,SÓ LEMBRANÇAS
Bastille,19226,POMPEII
Batifun,15481,ABANA
Bay City Rollers,4650,SATURDAY NIGHT
Beach Boys,4895,GOOD VIBRATION
Beach Boys,4652,SLOOP JOHN B.
Beach Boys (The),19670,SURFIN' USA
Beatles,4965,SHE LOVES YOU
Beatles,4995,YELLOW SUBMARINE
Beatles,4851,A HARD DAY'S NIGHT
Beatles,4882,DON'T LET ME DOWN
Beatles,4892,FREE AS A BIRD
Beatles,4936,LOVE ME DO
Beatles,9186,TICKET TO RIDE
Beatles,9110,GET BACK
Beatles,9149,OH DARLING
Beatles,5869,BABY IT'S YOU
Beatles,5916,I FEEL FINE
Beatles,5882,CAN'T BUY ME LOVE
Beatles,5864,ALL YOU NEED IS LOVE
Beatles,2511,A DAY IN THE LIFE
Beatles,4628,GIRL
Beatles,4525,I WANNA HOLD YOUR HAND
Beatles,4563,AND I LOVE HER
Beatles,4518,HELP
Beatles,4559,YESTERDAY
Beatles,4674,THE LONG AND WINDING ROAD
Beatles,4507,COME TOGETHER
Beatles,4739,MICHELLE
Beatles,4534,LET IT BE
Beatles,4644,OBLADI OBLADA
Beatles,4714,HEY JUDE
Beatles,4770,SOMETHING
Beatles,4793,TWIST AND SHOUT
Beatles (The),2601,ALL MY LOVING
Beatles (The),2608,I CALL YOUR NAME
Beatles (The),2619,MONEY
Beatles (The),2624,NOWHERE MAN
Beatles (The),2636,WHEN I'M SIXTY-FOUR
Beatles (The),2643,FROM ME TO YOU
Beatles (The),2645,I'LL BE BACK
Beatles (The),19124,"HELLO, GOODBYE"
Beatles (The),19169,DAY TRIPPER
Beatles (The),19247,ELEANOR RIGBY
Beatles (The),19255,IF I FEEL
Beatles (The),19272,THE BALLAD OF JOHN AND YOKO
Beatles (The),19298,LADY MADONNA
Beatles (The),19302,PAPERBACK WRITER
Beatles (The),19316,WE CAN WORK IT OUT
Beatles (The),19375,EIGHT DAYS A WEEK
Beatles (The),19390,PENNY LANE
Beatles (The),19525,HERE COMES THE SUN
Beatles (The),19618,LUCY IN THE SKY WITH DIAMONDS
Beatles (The),19709,SGT. PEPPER'S LONELY HEART CLUB BAND
Beatles (The),19847,I SHOULD HAVE KNOWN BETTER
Beatles (The),19906,ROCK AND ROLL MUSIC
Bebe Rexha - Florida Georgia Line,19824,MEANT TO BE
Bebel Gilberto,6954,O CAMINHO
Bebeto,9338,SEGURA A NEGA
Bebeto,7954,ESSA MENINA
Bebeto,7041,A BELEZA É VOCÊ MENINA
Bee Gees,9045,MORE THAN A WOMAN
Bee Gees,9051,RUN TO ME
Bee Gees,9069,TO LOVE SOMEBODY
Bee Gees,4904,HOW CAN YOU MEND A BROKEN HEART
Bee Gees,5913,I CAN'T SEE NOBODY
Bee Gees,5949,NIGHT FEVER
Bee Gees,2535,REACHING OUT
Bee Gees,2616,LOVE SO RIGHT
Bee Gees,19674,TRAGEDY
Bee Gees,19758,WISH YOU WERE HERE
Bee Gees,4737,MASSACHUSETTS
Bee Gees,4665,WORDS
Bee Gees,4708,FIRST OF MAY
Bee Gees,4791,TOO MUCH HEAVEN
Bee Gees,4716,HOW DEEP IS YOUR LOVE
Bee Gees,4511,DON'T FORGET TO REMEMBER
Bee Gees,4585,I STARTED A JOKE
Bee Gees,4772,STAYIN’ ALIVE
Bee Gees,4743,NIGHTS ON BROADWAY
Bee Gees ,9220,GREASE 
Begin,2016,SHIMANCHU NU TAKARA
Begin,2252,EGAO NO MANMA
Begin,2388,SANSHIN NO HANA
Begin,18262,KOISHIKUTE
Begin,18298,KARIYUSHI NO YORU
Begin,18428,OJI JIMAN NO ORION BEER
Begin,18636,UMI NO KOE
Belchior,1323,COMENTÁRIOS A RESPEITO DE JOHN
Belchior,1387,NA HORA DO ALMOÇO
Belchior,1653,DIVINA COMÉDIA HUMANA
Belchior,15767,CORAÇÃO SELVAGEM
Belchior,3854,PARALELAS
Belchior,3921,MEDO DE AVIÃO
Belchior,6556,TODO SUJO DE BATOM
Belchior,7044,À PALO SECO
Belchior,7267,TUDO OUTRA VEZ
Belchior,7052,ALUCINAÇÃO
Belchior,3015,APENAS UM RAPAZ LATINO AMERICANO
Bell Marques,15576,LINDO É VIVER
Bell Marques,15581,NICOLAU
Belo,7644,NADA VAI SEPARAR
Belo,7981,INTRIGA DA OPOSIÇÃO
Belo,9560,VEM
Belo,9568,VOCÊ SABE
Belo,9659,DESSE JEITO É RUIM PRA MIM
Belo,1399,REINVENTAR
Belo,1428,INVENCÍVEL
Belo,1685,DIREITO DE TE AMAR
Belo,2775,TUDO MUDOU
Belo,15518,VI AMOR NO SEU OLHAR
Belo,15740,NOS DESEJOS DE UMA PAIXÃO
Belo,4499,TUA BOCA
Belo,6012,DESAFIO
Belo,6057,ETERNAMENTE
Belo,6111,QUEM SERÁ
Belo,6192,PROCURA-SE UM AMOR
Belo,6261,LAMBADA DE SERPENTE
Belo,6320,VIVER POR ELA
Belo,6384,RESUMO DA FELICIDADE
Belo,7141,FIM DA TRISTEZA
Belo,16664,CONTRAMAO
Belo ,9525,RAZÃO DA MINHA VIDA
Belo ,1023,PERFUME
Belo ,1256,INCONDICIONALMENTE 
Belo - Ivete Sangalo,16226,LINDA ROSA
Belo e Flávia Santana,9523,QUERO TE AMAR
Belô Veloso,7631,"MAMÃE, CORAGEM"
Ben Harper,5889,DIAMONDS ON THE INSIDE
Ben Harper,6000,WALK AWAY
Beniamino Gigli,7037,TORNA A SURRIENTO
Benito De Paula,3698,CHARLIE BROWN
Benito De Paula,3777,VAI FICAR NA SAUDADE
Benito De Paula,4097,SE NÃO FOR AMOR
Benito De Paula,4124,MULHER BRASILEIRA
Benito Di Paula,7641,MODIFICAÇÃO
Benito Di Paula,9385,AMIGO DO SOL AMIGO DA LUA
Benito Di Paula,9872,SANFONA BRANCA
Benito Di Paula,9629,CANÇÃO DE VIVER COM VOCÊ
Benito Di Paula,9864,PROTEÇÃO ÀS BORBOLETAS
Benito Di Paula,1491,"AH, COMO EU AMEI"
Benito Di Paula,15006,ASSOBIAR OU CHUPAR CANA
Benito di Paula,15024,ALÉM DE TUDO
Benito Di Paula,15844,COMO DIZIA O MESTRE
Benito Di Paula,6310,RETALHOS DE CETIM
Benito Di Paula,6477,TUDO ESTÁ NO SEU LUGAR
Benito Di Paula,6651,DO JEITO QUE A VIDA QUER
Benito Di Paula,7274,VIOLÃO NÃO SE EMPRESTA A NINGUÉM
Benito Di Paula,7228,QUE BELEZA
Benito Di Paula,7188,NÃO PRECISA ME PERDOAR
Benito Di Paula e Demônios da Garoa,1641,A VIDA É DURA
Berlin,4781,TAKE MY BREATH AWAY
Bertie Higgins,4573,CASABLANCA
Beth Carvalho,1162,AMOR DE VERDADE
Beth Carvalho,1375,CABÔ MEU PAI
Beth Carvalho,3296,VOU FESTEJAR
Beth Carvalho,3302,ANDANÇA
Beth Carvalho,15401,ÁGUA DE CHUVA NO MAR
Beth Carvalho,16096,FIRME E FORTE
Beth Carvalho,16516,MALANDRO SOU EU
Beth Carvalho,6055,COISINHA DO PAI
Beth Carvalho,6441,1800 COLINAS
Beth Carvalho,6778,FOLHAS SECAS
Beth Carvalho,6801,A CHUVA CAI
Beth Carvalho,7058,ANTES ELE DO QUE EU
Beth Carvalho,7098,CORDA NO PESCOÇO
Beth Carvalho,7234,SACO DE FEIJÃO
Beth Carvalho - Mercedes Sosa,15534,EU SÓ PEÇO A DEUS
Beth Lamas,6696,FAMA
Betinho  ,7167,LÚCIA ESPARADRAPO
